x,y,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,ap12,ap13,ap14,ap15,ap16,ap17,ap18,ap19,ap20
0,10,-21,-37,-46,-50,-49,-64,-54,-69,-48,-66,-67,-78,-57,-67,-63,-75,-43,-53,-72,-87
0,10,-25,-42,-47,-54,-49,-65,-50,-66,-46,-60,-65,-78,-59,-69,-53,-75,-42,-51,-72,-85
0,10,-25,-42,-47,-54,-49,-65,-50,-66,-46,-60,-65,-78,-59,-69,-53,-75,-42,-51,-72,-85
0,10,-26,-34,-49,-51,-58,-63,-50,-69,-48,-64,-66,-82,-62,-72,-53,-78,-44,-55,-72,-86
0,10,-26,-34,-49,-51,-58,-63,-50,-69,-48,-64,-66,-82,-62,-72,-53,-78,-44,-55,-72,-86
0,11,-21,-35,-50,-56,-55,-65,-53,-70,-49,-62,-59,-80,-64,-71,-63,-74,-39,-59,-74,-87
0,11,-26,-36,-51,-52,-56,-63,-53,-65,-51,-63,-61,-80,-56,-73,-62,-74,-47,-52,-74,-87
0,11,-26,-36,-51,-52,-56,-63,-53,-65,-51,-63,-61,-80,-56,-73,-62,-74,-47,-52,-74,-87
0,11,-28,-38,-44,-49,-57,-62,-53,-64,-54,-65,-60,-79,-57,-72,-62,-74,-45,-54,-73,-88
0,11,-21,-38,-44,-51,-55,-67,-52,-67,-50,-66,-60,-79,-58,-75,-62,-76,-48,-53,-73,-88
0,11,-21,-38,-44,-51,-55,-67,-52,-67,-50,-66,-60,-79,-58,-75,-62,-76,-48,-53,-73,-88
0,11,-23,-39,-42,-54,-57,-66,-52,-68,-50,-67,-58,-80,-53,-72,-62,-77,-49,-54,-73,-88
0,11,-23,-37,-43,-57,-57,-65,-52,-65,-53,-63,-60,-83,-53,-73,-62,-76,-42,-56,-73,-86
0,11,-23,-39,-41,-58,-58,-70,-55,-69,-55,-62,-57,-82,-53,-80,-67,-76,-45,-56,-73,-86
0,11,-23,-39,-41,-58,-58,-70,-55,-69,-55,-62,-57,-82,-53,-80,-67,-76,-45,-56,-73,-86
0,12,-35,-37,-42,-49,-44,-61,-47,-68,-52,-61,-62,-79,-54,-72,-57,-75,-39,-54,-66,-87
0,12,-35,-34,-43,-60,-48,-63,-47,-65,-57,-64,-61,-79,-54,-68,-61,-76,-36,-52,-66,-87
0,12,-35,-34,-43,-60,-48,-63,-47,-65,-57,-64,-61,-79,-54,-68,-61,-76,-36,-52,-66,-87
0,12,-29,-35,-41,-49,-50,-63,-47,-68,-57,-62,-61,-82,-57,-67,-62,-77,-36,-52,-66,-87
0,12,-29,-36,-42,-51,-55,-61,-47,-70,-50,-60,-60,-82,-57,-67,-62,-79,-37,-52,-66,-87
0,12,-29,-36,-42,-51,-55,-61,-47,-70,-50,-60,-60,-82,-57,-67,-62,-79,-37,-52,-66,-87
0,12,-29,-38,-43,-51,-53,-60,-49,-72,-53,-59,-60,-83,-55,-67,-61,-79,-37,-53,-66,-87
0,12,-27,-38,-43,-51,-54,-59,-49,-72,-51,-59,-59,-83,-55,-67,-61,-79,-36,-52,-66,-87
0,12,-27,-38,-43,-51,-54,-59,-49,-72,-51,-59,-59,-83,-55,-67,-61,-79,-36,-52,-66,-87
0,12,-27,-38,-44,-48,-55,-59,-49,-68,-51,-60,-60,-80,-55,-68,-58,-76,-42,-53,-66,-87
0,13,-20,-35,-49,-57,-51,-67,-52,-69,-50,-66,-63,-83,-52,-74,-59,-74,-34,-55,-67,-84
0,13,-19,-31,-49,-56,-49,-63,-52,-68,-48,-63,-60,-83,-52,-74,-60,-75,-33,-55,-67,-86
0,13,-20,-34,-48,-57,-49,-65,-47,-66,-52,-64,-64,-82,-52,-74,-60,-77,-36,-55,-67,-86
0,13,-20,-34,-48,-57,-49,-65,-47,-66,-52,-64,-64,-82,-52,-74,-60,-77,-36,-55,-67,-86
0,13,-24,-32,-46,-53,-51,-64,-48,-66,-54,-63,-58,-82,-53,-73,-60,-77,-48,-57,-67,-86
0,13,-22,-33,-43,-52,-51,-62,-47,-67,-49,-66,-61,-81,-52,-72,-62,-78,-41,-57,-67,-87
0,13,-31,-39,-42,-49,-50,-65,-49,-66,-51,-64,-61,-80,-50,-74,-62,-77,-41,-57,-67,-87
0,13,-31,-39,-42,-49,-50,-65,-49,-66,-51,-64,-61,-80,-50,-74,-62,-77,-41,-57,-67,-87
0,13,-29,-38,-43,-50,-50,-66,-49,-64,-52,-63,-61,-80,-51,-72,-62,-77,-45,-58,-67,-85
0,13,-29,-37,-42,-53,-53,-66,-48,-63,-54,-63,-63,-80,-51,-75,-62,-77,-43,-53,-67,-85
0,14,-23,-28,-40,-51,-49,-59,-52,-62,-43,-57,-58,-83,-53,-67,-59,-81,-30,-47,-65,-84
0,14,-23,-28,-40,-51,-49,-59,-52,-62,-43,-57,-58,-83,-53,-67,-59,-81,-30,-47,-65,-84
0,14,-20,-29,-38,-50,-42,-57,-54,-64,-45,-57,-60,-71,-52,-67,-59,-72,-34,-47,-68,-82
0,14,-20,-29,-38,-50,-42,-57,-54,-64,-45,-57,-60,-71,-52,-67,-59,-72,-34,-47,-68,-82
0,14,-18,-30,-37,-51,-41,-57,-56,-63,-34,-57,-61,-71,-52,-67,-59,-72,-33,-48,-68,-82
0,14,-19,-30,-39,-51,-45,-63,-53,-62,-48,-60,-66,-74,-53,-68,-57,-76,-36,-51,-68,-84
0,14,-19,-30,-42,-50,-45,-63,-51,-62,-47,-61,-66,-71,-50,-68,-57,-72,-35,-50,-68,-84
0,14,-19,-30,-42,-50,-45,-63,-51,-62,-47,-61,-66,-71,-50,-68,-57,-72,-35,-50,-68,-84
0,14,-19,-29,-38,-48,-46,-53,-57,-63,-46,-58,-68,-75,-50,-63,-57,-73,-34,-46,-68,-85
0,14,-18,-30,-40,-46,-48,-55,-54,-63,-41,-58,-68,-70,-45,-63,-57,-73,-37,-46,-68,-80
1,0,-42,-53,-25,-26,-59,-71,-42,-46,-57,-74,-50,-60,-68,-80,-52,-64,-48,-64,-65,-80
1,0,-42,-53,-25,-26,-59,-71,-42,-46,-57,-74,-50,-60,-68,-80,-52,-64,-48,-64,-65,-80
1,0,-47,-50,-24,-28,-62,-75,-32,-45,-58,-69,-42,-65,-63,-80,-47,-63,-48,-63,-64,-79
1,0,-47,-50,-24,-28,-62,-75,-32,-45,-58,-69,-42,-65,-63,-80,-47,-63,-48,-63,-64,-79
1,0,-47,-53,-25,-26,-57,-72,-44,-46,-65,-71,-49,-64,-63,-80,-52,-61,-51,-63,-63,-81
1,0,-47,-53,-25,-26,-57,-72,-44,-46,-65,-71,-49,-64,-63,-80,-52,-61,-51,-63,-63,-81
1,0,-47,-49,-30,-30,-62,-72,-36,-43,-59,-71,-54,-57,-63,-80,-46,-62,-50,-62,-63,-79
1,0,-47,-49,-30,-30,-62,-72,-36,-43,-59,-71,-54,-57,-63,-80,-46,-62,-50,-62,-63,-79
1,0,-37,-49,-30,-34,-62,-75,-38,-42,-58,-70,-56,-61,-64,-80,-44,-63,-50,-63,-63,-81
1,0,-37,-49,-30,-34,-62,-75,-38,-42,-58,-70,-56,-61,-64,-80,-44,-63,-50,-63,-63,-81
1,1,-44,-43,-33,-33,-55,-70,-44,-49,-60,-78,-54,-67,-70,-81,-49,-61,-55,-68,-67,-81
1,1,-41,-44,-34,-37,-57,-73,-39,-45,-62,-77,-56,-66,-63,-84,-50,-60,-54,-66,-68,-81
1,1,-41,-44,-34,-37,-57,-73,-39,-45,-62,-77,-56,-66,-63,-84,-50,-60,-54,-66,-68,-81
1,1,-44,-44,-29,-37,-59,-75,-41,-46,-63,-76,-50,-66,-64,-83,-55,-59,-57,-66,-68,-81
1,1,-44,-44,-29,-37,-59,-75,-41,-46,-63,-76,-50,-66,-64,-83,-55,-59,-57,-66,-68,-81
1,1,-41,-50,-28,-38,-60,-78,-43,-46,-62,-75,-51,-66,-64,-84,-57,-59,-55,-64,-68,-82
1,1,-41,-50,-28,-38,-60,-78,-43,-46,-62,-75,-51,-66,-64,-84,-57,-59,-55,-64,-68,-82
1,1,-43,-52,-28,-38,-62,-78,-44,-48,-61,-76,-54,-65,-67,-82,-57,-59,-54,-65,-71,-82
1,1,-43,-52,-28,-38,-62,-78,-44,-48,-61,-76,-54,-65,-67,-82,-57,-59,-54,-65,-71,-82
1,1,-43,-54,-28,-37,-61,-79,-48,-49,-63,-75,-50,-65,-67,-83,-58,-60,-53,-67,-68,-83
1,2,-47,-37,-28,-39,-64,-76,-36,-46,-64,-75,-53,-66,-65,-79,-49,-59,-54,-63,-67,-80
1,2,-41,-45,-25,-38,-60,-74,-42,-48,-64,-78,-50,-62,-70,-84,-48,-59,-54,-66,-67,-81
1,2,-44,-43,-24,-38,-60,-74,-41,-48,-60,-77,-51,-63,-68,-82,-45,-60,-51,-67,-67,-81
1,2,-44,-43,-24,-38,-60,-74,-41,-48,-60,-77,-51,-63,-68,-82,-45,-60,-51,-67,-67,-81
1,2,-43,-42,-29,-38,-64,-75,-41,-49,-60,-73,-50,-60,-70,-82,-45,-58,-53,-65,-66,-81
1,2,-43,-42,-29,-38,-64,-75,-41,-49,-60,-73,-50,-60,-70,-82,-45,-58,-53,-65,-66,-81
1,2,-41,-42,-25,-34,-61,-74,-37,-51,-64,-77,-53,-63,-67,-82,-47,-60,-54,-67,-66,-82
1,2,-41,-40,-23,-35,-63,-73,-41,-49,-63,-76,-56,-60,-67,-81,-46,-63,-52,-67,-67,-80
1,2,-41,-40,-23,-35,-63,-73,-41,-49,-63,-76,-56,-60,-67,-81,-46,-63,-52,-67,-67,-80
1,2,-41,-41,-24,-35,-61,-74,-38,-48,-68,-75,-53,-60,-66,-82,-47,-63,-51,-65,-68,-79
1,3,-41,-38,-30,-42,-45,-78,-36,-47,-63,-76,-55,-61,-69,-82,-50,-61,-49,-63,-73,-79
1,3,-41,-38,-30,-42,-45,-78,-36,-47,-63,-76,-55,-61,-69,-82,-50,-61,-49,-63,-73,-79
1,3,-39,-39,-39,-45,-62,-74,-36,-47,-58,-77,-48,-62,-71,-85,-49,-62,-56,-66,-66,-83
1,3,-39,-39,-39,-45,-62,-74,-36,-47,-58,-77,-48,-62,-71,-85,-49,-62,-56,-66,-66,-83
1,3,-39,-39,-32,-41,-62,-74,-36,-50,-61,-76,-47,-61,-68,-82,-46,-59,-50,-66,-65,-82
1,3,-39,-39,-32,-41,-62,-74,-36,-50,-61,-76,-47,-61,-68,-82,-46,-59,-50,-66,-65,-82
1,3,-42,-38,-31,-37,-65,-72,-43,-47,-62,-76,-49,-63,-69,-81,-47,-58,-51,-69,-66,-83
1,3,-42,-38,-31,-37,-65,-72,-43,-47,-62,-76,-49,-63,-69,-81,-47,-58,-51,-69,-66,-83
1,3,-35,-39,-34,-41,-61,-77,-37,-49,-62,-73,-45,-66,-69,-79,-49,-59,-52,-65,-65,-79
1,3,-40,-37,-38,-40,-60,-74,-38,-46,-63,-75,-48,-64,-69,-81,-48,-61,-50,-68,-65,-82
1,4,-42,-42,-37,-35,-55,-73,-41,-47,-59,-71,-54,-65,-60,-79,-49,-65,-51,-62,-64,-79
1,4,-42,-42,-37,-35,-55,-73,-41,-47,-59,-71,-54,-65,-60,-79,-49,-65,-51,-62,-64,-79
1,4,-40,-40,-37,-32,-58,-74,-40,-44,-54,-74,-59,-68,-64,-77,-53,-63,-51,-62,-64,-81
1,4,-39,-41,-28,-30,-57,-73,-40,-46,-55,-72,-62,-69,-63,-76,-53,-65,-48,-61,-64,-81
1,4,-38,-42,-28,-35,-54,-70,-41,-49,-55,-71,-58,-68,-63,-77,-57,-62,-53,-59,-64,-81
1,4,-38,-42,-28,-35,-54,-70,-41,-49,-55,-71,-58,-68,-63,-77,-57,-62,-53,-59,-64,-81
1,4,-39,-42,-28,-37,-56,-74,-42,-46,-57,-70,-53,-66,-63,-80,-52,-63,-53,-63,-64,-80
1,4,-37,-41,-32,-36,-55,-74,-42,-48,-62,-71,-54,-69,-67,-79,-52,-61,-48,-63,-64,-81
1,4,-37,-41,-32,-36,-55,-74,-42,-48,-62,-71,-54,-69,-67,-79,-52,-61,-48,-63,-64,-81
1,4,-37,-43,-31,-36,-56,-75,-42,-49,-60,-72,-54,-69,-67,-79,-51,-61,-47,-65,-64,-82
1,5,-41,-51,-33,-37,-61,-71,-44,-57,-40,-68,-57,-67,-52,-76,-58,-68,-51,-61,-62,-77
1,5,-41,-51,-33,-37,-61,-71,-44,-57,-40,-68,-57,-67,-52,-76,-58,-68,-51,-61,-62,-77
1,5,-31,-49,-33,-40,-56,-65,-43,-52,-58,-70,-51,-66,-63,-77,-49,-65,-51,-65,-62,-75
1,5,-31,-49,-33,-40,-56,-65,-43,-52,-58,-70,-51,-66,-63,-77,-49,-65,-51,-65,-62,-75
1,5,-30,-46,-38,-44,-53,-66,-42,-59,-54,-69,-55,-67,-63,-76,-53,-66,-49,-61,-65,-74
1,5,-36,-46,-29,-38,-44,-67,-41,-56,-55,-69,-61,-69,-61,-78,-53,-63,-44,-63,-65,-77
1,5,-36,-46,-29,-38,-44,-67,-41,-56,-55,-69,-61,-69,-61,-78,-53,-63,-44,-63,-65,-77
1,5,-32,-49,-32,-40,-55,-71,-40,-58,-54,-69,-56,-67,-62,-79,-59,-66,-52,-60,-60,-77
1,5,-28,-49,-28,-37,-60,-68,-43,-58,-58,-68,-57,-72,-58,-81,-56,-67,-48,-62,-60,-79
1,5,-28,-49,-28,-37,-60,-68,-43,-58,-58,-68,-57,-72,-58,-81,-56,-67,-48,-62,-60,-79
1,6,-42,-47,-29,-41,-56,-76,-51,-61,-59,-72,-58,-75,-67,-77,-58,-73,-43,-64,-69,-83
1,6,-32,-45,-32,-40,-61,-73,-51,-63,-59,-72,-58,-73,-63,-78,-58,-72,-56,-65,-65,-84
1,6,-32,-45,-32,-40,-61,-73,-51,-63,-59,-72,-58,-73,-63,-78,-58,-72,-56,-65,-65,-84
1,6,-32,-46,-33,-40,-55,-75,-54,-60,-58,-75,-60,-72,-62,-79,-58,-73,-60,-63,-68,-84
1,6,-32,-46,-34,-40,-59,-75,-53,-60,-56,-75,-59,-73,-64,-81,-57,-73,-53,-65,-68,-83
1,6,-32,-46,-34,-40,-59,-75,-53,-60,-56,-75,-59,-73,-64,-81,-57,-73,-53,-65,-68,-83
