x,y,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,ap12,ap13,ap14,ap15,ap16,ap17,ap18,ap19,ap20
7,4,-56,-57,-38,-42,-62,-73,-38,-44,-55,-71,-51,-66,-62,-82,-47,-63,-50,-63,-63,-82
7,4,-56,-56,-40,-39,-62,-72,-37,-44,-55,-69,-51,-62,-62,-79,-48,-60,-50,-63,-63,-82
7,5,-40,-52,-45,-49,-53,-72,-40,-55,-48,-67,-57,-68,-63,-72,-56,-62,-49,-50,-69,-72
7,5,-45,-59,-42,-52,-55,-64,-53,-52,-51,-64,-55,-66,-57,-73,-53,-64,-45,-58,-62,-75
7,5,-45,-59,-42,-52,-55,-64,-53,-52,-51,-64,-55,-66,-57,-73,-53,-64,-45,-58,-62,-75
7,5,-45,-55,-45,-53,-56,-64,-53,-51,-55,-64,-54,-64,-57,-72,-53,-63,-46,-57,-62,-72
7,5,-45,-55,-45,-53,-56,-64,-53,-51,-55,-64,-54,-64,-57,-72,-53,-63,-46,-57,-62,-72
7,5,-56,-56,-44,-52,-56,-64,-41,-52,-53,-65,-53,-66,-55,-72,-54,-64,-46,-59,-62,-73
7,5,-54,-54,-44,-54,-56,-65,-43,-51,-55,-66,-54,-65,-50,-74,-58,-63,-48,-58,-61,-73
7,5,-54,-54,-44,-54,-56,-65,-43,-51,-55,-66,-54,-65,-50,-74,-58,-63,-48,-58,-61,-73
7,5,-60,-53,-46,-53,-55,-66,-43,-51,-54,-66,-50,-66,-56,-73,-54,-63,-49,-57,-61,-74
7,5,-56,-53,-47,-53,-57,-62,-40,-50,-55,-68,-53,-62,-57,-72,-54,-62,-50,-55,-61,-70
7,6,-49,-50,-45,-55,-52,-59,-43,-49,-56,-63,-58,-65,-59,-70,-58,-65,-42,-51,-56,-76
7,6,-41,-51,-42,-50,-51,-67,-43,-49,-51,-63,-59,-64,-56,-71,-53,-66,-45,-59,-59,-76
7,6,-44,-49,-44,-51,-52,-65,-43,-50,-49,-67,-59,-64,-57,-72,-56,-65,-40,-56,-59,-74
7,6,-49,-47,-41,-50,-59,-66,-45,-51,-55,-68,-63,-69,-60,-71,-51,-63,-42,-57,-60,-72
7,6,-49,-47,-42,-49,-60,-67,-46,-52,-55,-66,-58,-67,-57,-74,-49,-65,-46,-55,-60,-75
7,6,-49,-47,-42,-49,-60,-67,-46,-52,-55,-66,-58,-67,-57,-74,-49,-65,-46,-55,-60,-75
7,6,-43,-52,-49,-52,-54,-65,-45,-53,-57,-64,-51,-65,-62,-70,-53,-64,-52,-55,-61,-73
7,6,-38,-49,-42,-51,-52,-65,-49,-55,-52,-62,-59,-64,-59,-74,-50,-67,-49,-54,-61,-76
7,6,-38,-50,-38,-51,-48,-64,-47,-52,-52,-65,-54,-63,-60,-71,-55,-61,-47,-58,-61,-73
7,6,-38,-49,-40,-51,-53,-65,-47,-49,-53,-64,-57,-63,-60,-74,-53,-61,-45,-54,-61,-74
7,7,-40,-50,-42,-57,-57,-65,-43,-52,-54,-63,-55,-64,-60,-75,-55,-61,-44,-60,-67,-75
7,7,-46,-56,-48,-53,-49,-64,-44,-50,-54,-63,-58,-67,-63,-75,-58,-59,-52,-60,-67,-74
7,7,-40,-55,-53,-55,-50,-64,-49,-48,-54,-64,-59,-66,-61,-79,-55,-60,-50,-58,-67,-74
7,7,-40,-55,-50,-56,-50,-64,-49,-48,-54,-64,-60,-67,-55,-77,-58,-59,-51,-59,-70,-76
7,7,-40,-54,-50,-54,-49,-65,-50,-48,-54,-64,-59,-67,-57,-77,-58,-59,-55,-59,-66,-75
7,7,-39,-54,-51,-54,-49,-65,-50,-48,-53,-63,-60,-66,-59,-77,-57,-59,-56,-59,-66,-75
7,7,-39,-54,-49,-55,-48,-65,-50,-48,-53,-64,-60,-66,-58,-77,-58,-58,-54,-58,-66,-75
7,7,-39,-54,-47,-55,-49,-65,-50,-49,-52,-63,-59,-66,-58,-76,-58,-58,-52,-59,-66,-75
7,7,-41,-54,-50,-54,-48,-64,-49,-49,-52,-64,-62,-67,-58,-75,-58,-57,-52,-57,-66,-75
7,7,-42,-57,-42,-55,-52,-62,-46,-48,-53,-67,-56,-61,-61,-72,-51,-61,-48,-58,-66,-71
7,8,-48,-43,-46,-64,-43,-55,-53,-60,-49,-54,-66,-76,-58,-66,-58,-66,-34,-45,-73,-84
7,8,-45,-43,-50,-63,-44,-57,-48,-62,-54,-53,-58,-78,-51,-61,-58,-68,-36,-42,-73,-84
7,8,-34,-40,-55,-62,-38,-57,-48,-62,-49,-55,-60,-78,-52,-62,-55,-67,-36,-45,-73,-84
7,8,-32,-39,-51,-62,-42,-58,-47,-58,-49,-55,-59,-78,-47,-64,-61,-71,-38,-44,-72,-84
7,8,-32,-39,-51,-62,-42,-58,-47,-58,-49,-55,-59,-78,-47,-64,-61,-71,-38,-44,-72,-84
7,8,-33,-47,-54,-63,-43,-61,-48,-64,-50,-58,-56,-76,-51,-68,-58,-71,-43,-49,-72,-86
7,8,-35,-43,-52,-60,-42,-58,-50,-64,-45,-57,-63,-74,-53,-68,-57,-71,-34,-44,-72,-83
7,8,-36,-43,-49,-66,-40,-59,-49,-64,-47,-55,-67,-76,-55,-68,-62,-71,-32,-44,-72,-83
7,8,-37,-42,-48,-63,-43,-56,-51,-62,-51,-55,-61,-77,-56,-66,-56,-70,-33,-45,-72,-83
7,8,-37,-40,-51,-61,-38,-59,-51,-64,-47,-57,-58,-77,-56,-65,-55,-70,-37,-43,-72,-85
7,9,-46,-41,-48,-64,-42,-51,-55,-61,-42,-57,-60,-73,-51,-67,-58,-66,-37,-48,-70,-82
7,9,-42,-47,-48,-62,-45,-53,-51,-61,-50,-57,-60,-74,-51,-65,-58,-71,-40,-46,-70,-85
7,9,-37,-47,-43,-61,-45,-55,-48,-61,-48,-55,-60,-76,-51,-61,-58,-67,-45,-49,-70,-86
7,9,-37,-44,-48,-63,-45,-55,-48,-64,-50,-55,-61,-76,-50,-64,-57,-67,-34,-43,-70,-83
7,9,-37,-45,-48,-63,-43,-52,-54,-62,-50,-55,-62,-73,-53,-64,-58,-64,-35,-44,-73,-86
7,9,-42,-51,-49,-62,-43,-52,-56,-59,-52,-56,-62,-75,-51,-64,-58,-64,-38,-46,-73,-85
7,9,-42,-44,-45,-58,-44,-56,-56,-60,-45,-56,-59,-80,-51,-62,-58,-66,-38,-41,-73,-87
7,9,-40,-42,-48,-62,-42,-55,-49,-61,-50,-57,-63,-79,-58,-67,-58,-67,-33,-47,-73,-84
7,9,-47,-42,-48,-61,-41,-55,-49,-60,-49,-55,-63,-78,-53,-66,-61,-67,-35,-46,-73,-86
7,9,-48,-48,-47,-61,-40,-54,-52,-59,-48,-58,-65,-78,-53,-65,-61,-67,-35,-45,-73,-85
7,10,-35,-35,-52,-57,-45,-51,-47,-57,-39,-55,-57,-70,-50,-64,-58,-66,-37,-40,-74,-83
7,10,-36,-41,-50,-62,-39,-59,-47,-56,-47,-56,-60,-73,-50,-67,-58,-70,-40,-45,-74,-85
7,10,-36,-40,-50,-60,-41,-59,-48,-61,-47,-57,-59,-74,-50,-66,-58,-68,-45,-44,-74,-84
7,10,-39,-39,-46,-61,-38,-59,-51,-57,-44,-57,-57,-76,-49,-69,-55,-68,-41,-45,-74,-83
7,10,-43,-43,-49,-64,-39,-58,-55,-55,-46,-58,-57,-74,-54,-63,-56,-68,-35,-46,-74,-83
7,10,-43,-43,-49,-64,-39,-58,-55,-55,-46,-58,-57,-74,-54,-63,-56,-68,-35,-46,-74,-83
7,10,-44,-41,-48,-63,-38,-54,-55,-56,-45,-60,-61,-73,-54,-65,-55,-68,-35,-48,-74,-82
7,10,-44,-40,-48,-63,-39,-55,-55,-56,-47,-61,-61,-73,-52,-64,-56,-67,-35,-48,-74,-80
7,10,-44,-40,-49,-61,-38,-54,-55,-56,-45,-59,-63,-73,-52,-64,-56,-67,-34,-46,-74,-81
7,10,-44,-40,-49,-61,-38,-54,-55,-56,-45,-59,-63,-73,-52,-64,-56,-67,-34,-46,-74,-81
7,11,-36,-42,-51,-55,-48,-51,-50,-64,-45,-57,-63,-71,-51,-65,-51,-66,-37,-43,-68,-84
7,11,-34,-41,-49,-59,-47,-56,-45,-63,-40,-55,-57,-73,-55,-63,-55,-66,-37,-40,-68,-82
7,11,-33,-39,-50,-58,-46,-59,-45,-60,-40,-56,-55,-73,-50,-64,-59,-67,-38,-45,-68,-84
7,11,-33,-39,-51,-57,-44,-58,-45,-61,-39,-56,-55,-71,-50,-63,-57,-66,-38,-44,-68,-82
7,11,-33,-41,-51,-57,-45,-60,-46,-60,-39,-57,-54,-73,-50,-64,-58,-68,-39,-41,-68,-83
7,11,-31,-41,-51,-58,-46,-60,-46,-60,-40,-56,-55,-73,-50,-63,-59,-68,-36,-47,-68,-82
7,11,-32,-40,-50,-57,-43,-59,-50,-59,-39,-55,-55,-71,-49,-63,-59,-68,-37,-42,-68,-83
7,11,-32,-41,-51,-58,-45,-60,-50,-59,-39,-57,-55,-72,-49,-64,-59,-66,-37,-40,-68,-82
7,11,-32,-41,-50,-57,-46,-61,-45,-60,-38,-57,-55,-72,-49,-63,-57,-68,-38,-40,-68,-83
7,11,-33,-43,-52,-57,-46,-60,-42,-60,-39,-58,-55,-72,-49,-63,-59,-68,-38,-39,-74,-83
7,12,-27,-39,-49,-57,-46,-53,-49,-62,-40,-58,-65,-71,-47,-61,-54,-70,-31,-47,-67,-84
7,12,-35,-37,-51,-61,-43,-53,-46,-63,-46,-58,-59,-75,-53,-68,-54,-67,-36,-45,-66,-84
7,12,-37,-42,-48,-57,-50,-56,-49,-61,-48,-61,-65,-71,-51,-70,-49,-66,-36,-45,-71,-85
7,12,-37,-35,-46,-58,-48,-57,-49,-61,-50,-58,-60,-73,-55,-64,-51,-68,-35,-46,-71,-85
7,12,-39,-42,-53,-59,-48,-54,-49,-61,-44,-63,-60,-70,-52,-68,-51,-68,-36,-43,-71,-84
7,12,-35,-38,-53,-56,-53,-54,-49,-62,-43,-62,-62,-72,-56,-65,-50,-65,-50,-43,-71,-85
7,12,-39,-44,-53,-59,-46,-54,-49,-63,-42,-59,-62,-72,-56,-66,-52,-64,-39,-47,-71,-84
7,12,-39,-47,-54,-60,-47,-55,-52,-63,-43,-63,-63,-71,-49,-71,-50,-68,-37,-44,-68,-84
7,12,-39,-46,-50,-58,-47,-55,-52,-62,-47,-62,-63,-72,-52,-71,-50,-68,-34,-41,-68,-82
7,12,-38,-46,-53,-61,-46,-55,-43,-62,-47,-63,-62,-70,-45,-69,-50,-68,-33,-46,-68,-82
7,13,-33,-37,-52,-56,-50,-51,-53,-60,-50,-57,-56,-76,-43,-61,-51,-67,-37,-41,-66,-83
7,13,-30,-37,-51,-54,-50,-55,-46,-61,-40,-56,-56,-74,-42,-69,-51,-66,-39,-47,-66,-83
7,13,-31,-34,-58,-59,-48,-57,-39,-59,-45,-58,-70,-71,-56,-67,-53,-67,-39,-44,-67,-84
7,13,-31,-33,-54,-56,-46,-55,-50,-61,-46,-58,-70,-71,-59,-67,-53,-67,-48,-43,-67,-84
7,13,-32,-33,-56,-59,-46,-60,-50,-59,-43,-61,-70,-72,-60,-65,-53,-67,-44,-47,-67,-87
7,13,-31,-34,-52,-55,-47,-56,-53,-61,-43,-57,-63,-72,-60,-65,-54,-66,-38,-45,-67,-87
7,13,-31,-35,-55,-56,-49,-57,-53,-61,-43,-59,-65,-72,-61,-65,-54,-65,-39,-47,-67,-84
7,13,-33,-34,-54,-57,-49,-57,-53,-59,-44,-59,-64,-72,-59,-65,-55,-66,-40,-47,-67,-85
7,13,-33,-35,-51,-57,-48,-55,-51,-60,-43,-58,-63,-72,-57,-66,-54,-69,-39,-44,-67,-83
7,13,-31,-33,-51,-60,-46,-57,-51,-59,-46,-56,-63,-73,-56,-69,-51,-65,-37,-43,-67,-85
7,14,-42,-48,-57,-62,-42,-57,-47,-61,-49,-55,-62,-68,-55,-64,-53,-58,-37,-43,-69,-83
7,14,-42,-37,-49,-63,-42,-53,-48,-62,-48,-60,-62,-71,-57,-66,-50,-63,-35,-43,-69,-83
7,14,-30,-36,-50,-54,-49,-55,-46,-61,-44,-56,-57,-76,-48,-66,-50,-71,-31,-43,-62,-82
7,14,-30,-35,-47,-58,-39,-52,-50,-58,-50,-56,-62,-75,-43,-63,-55,-65,-34,-45,-70,-83
7,14,-30,-35,-46,-55,-52,-54,-50,-62,-45,-54,-62,-73,-43,-63,-57,-65,-37,-43,-70,-83
7,14,-33,-39,-48,-55,-50,-55,-52,-63,-50,-59,-62,-71,-44,-60,-51,-63,-37,-40,-70,-83
7,14,-32,-37,-50,-54,-49,-50,-52,-58,-54,-56,-56,-73,-45,-62,-49,-66,-35,-41,-70,-84
7,14,-35,-39,-48,-55,-49,-52,-53,-60,-54,-57,-56,-74,-45,-63,-49,-66,-39,-41,-70,-86
7,14,-33,-37,-52,-54,-50,-50,-53,-58,-54,-56,-56,-73,-46,-62,-49,-67,-34,-40,-70,-84
7,14,-33,-37,-52,-56,-50,-51,-52,-61,-49,-57,-56,-74,-47,-62,-50,-67,-35,-41,-70,-84
8,0,-50,-64,-32,-48,-57,-71,-31,-36,-57,-71,-52,-55,-68,-82,-45,-56,-50,-60,-61,-78
8,0,-50,-64,-32,-48,-57,-71,-31,-36,-57,-71,-52,-55,-68,-82,-45,-56,-50,-60,-61,-78
8,0,-43,-62,-39,-47,-59,-70,-33,-40,-57,-70,-51,-59,-66,-80,-49,-57,-52,-60,-60,-79
8,0,-43,-62,-39,-47,-59,-70,-33,-40,-57,-70,-51,-59,-66,-80,-49,-57,-52,-60,-60,-79
8,0,-45,-64,-36,-46,-60,-74,-32,-41,-56,-68,-51,-58,-66,-81,-49,-57,-54,-63,-58,-81
8,0,-45,-64,-36,-46,-60,-74,-32,-41,-56,-68,-51,-58,-66,-81,-49,-57,-54,-63,-58,-81
8,0,-44,-60,-39,-43,-60,-71,-35,-38,-54,-68,-50,-57,-67,-79,-48,-58,-54,-62,-59,-80
8,0,-44,-60,-39,-43,-60,-71,-35,-38,-54,-68,-50,-57,-67,-79,-48,-58,-54,-62,-59,-80
8,0,-44,-60,-39,-48,-61,-71,-31,-35,-57,-67,-52,-57,-67,-81,-48,-54,-53,-59,-55,-79
8,0,-44,-60,-39,-48,-61,-71,-31,-35,-57,-67,-52,-57,-67,-81,-48,-54,-53,-59,-55,-79
8,1,-45,-64,-34,-49,-60,-70,-32,-38,-55,-66,-51,-58,-57,-81,-47,-54,-52,-60,-60,-82
8,1,-45,-64,-34,-49,-60,-70,-32,-38,-55,-66,-51,-58,-57,-81,-47,-54,-52,-60,-60,-82
8,1,-44,-57,-42,-43,-55,-65,-36,-40,-48,-65,-55,-63,-68,-77,-50,-52,-48,-59,-62,-79
8,1,-44,-57,-42,-43,-55,-65,-36,-40,-48,-65,-55,-63,-68,-77,-50,-52,-48,-59,-62,-79
8,1,-44,-63,-42,-46,-64,-72,-36,-39,-54,-71,-52,-61,-68,-81,-49,-58,-48,-57,-59,-79
8,1,-44,-63,-42,-46,-64,-72,-36,-39,-54,-71,-52,-61,-68,-81,-49,-58,-48,-57,-59,-79
8,1,-47,-62,-36,-50,-58,-74,-34,-41,-54,-68,-53,-62,-59,-79,-51,-57,-50,-57,-63,-79
8,1,-47,-62,-36,-50,-58,-74,-34,-41,-54,-68,-53,-62,-59,-79,-51,-57,-50,-57,-63,-79
8,1,-47,-62,-42,-50,-59,-74,-33,-41,-55,-67,-54,-62,-59,-78,-50,-57,-48,-58,-62,-81
8,1,-50,-64,-42,-45,-59,-72,-36,-36,-53,-70,-55,-65,-60,-79,-49,-56,-50,-58,-60,-80
8,2,-51,-62,-47,-54,-59,-71,-34,-44,-51,-70,-54,-64,-58,-81,-49,-57,-49,-56,-58,-76
8,2,-51,-62,-47,-54,-59,-71,-34,-44,-51,-70,-54,-64,-58,-81,-49,-57,-49,-56,-58,-76
8,2,-52,-62,-41,-40,-62,-68,-37,-43,-54,-67,-49,-59,-60,-78,-49,-55,-45,-57,-64,-78
8,2,-52,-62,-41,-40,-62,-68,-37,-43,-54,-67,-49,-59,-60,-78,-49,-55,-45,-57,-64,-78
8,2,-50,-64,-35,-42,-63,-70,-36,-34,-62,-71,-46,-56,-64,-79,-50,-57,-48,-63,-66,-73
8,2,-50,-64,-35,-42,-63,-70,-36,-34,-62,-71,-46,-56,-64,-79,-50,-57,-48,-63,-66,-73
8,2,-50,-60,-34,-42,-57,-72,-33,-35,-57,-67,-49,-57,-66,-78,-48,-63,-46,-61,-66,-73
8,2,-50,-60,-34,-42,-57,-72,-33,-35,-57,-67,-49,-57,-66,-78,-48,-63,-46,-61,-66,-73
8,2,-53,-61,-35,-43,-57,-69,-35,-40,-56,-70,-49,-60,-68,-77,-53,-54,-45,-58,-66,-77
8,2,-53,-61,-35,-43,-57,-69,-35,-40,-56,-70,-49,-60,-68,-77,-53,-54,-45,-58,-66,-77
8,3,-52,-61,-39,-45,-48,-71,-34,-39,-55,-70,-48,-56,-68,-78,-57,-54,-47,-62,-70,-74
8,3,-52,-61,-39,-45,-48,-71,-34,-39,-55,-70,-48,-56,-68,-78,-57,-54,-47,-62,-70,-74
8,3,-51,-60,-41,-50,-58,-82,-34,-47,-61,-77,-54,-67,-63,-86,-53,-63,-52,-70,-63,-84
8,3,-51,-60,-41,-50,-58,-82,-34,-47,-61,-77,-54,-67,-63,-86,-53,-63,-52,-70,-63,-84
8,3,-44,-63,-40,-45,-56,-80,-39,-45,-61,-78,-57,-67,-65,-85,-53,-63,-51,-66,-63,-85
8,3,-44,-63,-40,-45,-56,-80,-39,-45,-61,-78,-57,-67,-65,-85,-53,-63,-51,-66,-63,-85
8,3,-42,-64,-37,-42,-56,-80,-43,-48,-62,-77,-54,-69,-65,-86,-51,-62,-51,-68,-63,-82
8,3,-42,-64,-37,-42,-56,-80,-43,-48,-62,-77,-54,-69,-65,-86,-51,-62,-51,-68,-63,-82
8,3,-43,-64,-39,-50,-56,-79,-41,-48,-62,-78,-56,-69,-66,-85,-50,-64,-52,-67,-71,-86
8,3,-43,-64,-39,-50,-56,-79,-41,-48,-62,-78,-56,-69,-66,-85,-50,-64,-52,-67,-71,-86
8,4,-47,-62,-39,-48,-63,-73,-36,-41,-66,-74,-50,-63,-67,-85,-49,-62,-49,-61,-69,-83
8,4,-47,-62,-39,-48,-63,-73,-36,-41,-66,-74,-50,-63,-67,-85,-49,-62,-49,-61,-69,-83
8,4,-45,-61,-39,-40,-57,-71,-36,-39,-54,-71,-52,-56,-67,-77,-46,-54,-50,-62,-67,-75
8,4,-45,-61,-39,-40,-57,-71,-36,-39,-54,-71,-52,-56,-67,-77,-46,-54,-50,-62,-67,-75
8,4,-49,-60,-33,-39,-59,-71,-37,-40,-61,-72,-49,-56,-62,-78,-44,-53,-44,-63,-67,-77
8,4,-49,-60,-33,-39,-59,-71,-37,-40,-61,-72,-49,-56,-62,-78,-44,-53,-44,-63,-67,-77
8,4,-52,-60,-33,-39,-59,-71,-33,-39,-62,-72,-51,-56,-64,-79,-46,-53,-43,-64,-67,-75
8,4,-52,-59,-33,-37,-58,-71,-33,-40,-62,-71,-50,-56,-61,-78,-45,-53,-44,-64,-67,-76
8,4,-52,-59,-33,-37,-58,-71,-33,-40,-62,-71,-50,-56,-61,-78,-45,-53,-44,-64,-67,-76
8,4,-51,-60,-35,-39,-58,-71,-32,-39,-62,-71,-50,-56,-62,-78,-45,-52,-46,-63,-67,-76
8,5,-56,-52,-45,-53,-53,-63,-40,-50,-55,-67,-55,-63,-58,-72,-53,-62,-46,-55,-62,-70
8,5,-56,-52,-45,-53,-53,-63,-40,-50,-55,-67,-55,-63,-58,-72,-53,-62,-46,-55,-62,-70
8,5,-50,-55,-45,-52,-48,-60,-37,-51,-53,-59,-56,-62,-53,-71,-54,-62,-39,-45,-64,-69
8,5,-50,-56,-49,-55,-49,-61,-42,-55,-52,-63,-57,-63,-53,-69,-54,-62,-37,-49,-61,-72
8,5,-50,-56,-48,-57,-47,-63,-46,-53,-54,-64,-57,-63,-52,-70,-54,-62,-38,-51,-64,-72
8,5,-50,-56,-48,-56,-47,-62,-45,-48,-54,-62,-60,-63,-53,-72,-56,-63,-37,-50,-63,-70
8,5,-50,-56,-48,-56,-47,-62,-45,-48,-54,-62,-60,-63,-53,-72,-56,-63,-37,-50,-63,-70
8,5,-47,-57,-50,-56,-47,-63,-46,-48,-53,-62,-59,-64,-54,-72,-55,-63,-37,-49,-61,-69
8,5,-47,-57,-50,-56,-47,-63,-46,-48,-53,-62,-59,-64,-54,-72,-55,-63,-37,-49,-61,-69
8,5,-47,-57,-47,-56,-46,-61,-46,-49,-54,-63,-53,-62,-54,-70,-56,-62,-34,-51,-61,-70
8,6,-45,-55,-39,-54,-52,-62,-43,-54,-53,-65,-56,-67,-59,-73,-57,-64,-39,-49,-64,-75
8,6,-45,-52,-43,-51,-54,-63,-43,-56,-54,-62,-51,-68,-59,-72,-56,-66,-51,-53,-64,-75
8,6,-49,-52,-56,-52,-55,-64,-40,-50,-59,-65,-58,-65,-60,-73,-54,-64,-43,-55,-60,-76
8,6,-49,-51,-48,-52,-52,-63,-38,-53,-58,-63,-58,-65,-59,-73,-56,-61,-48,-54,-60,-76
8,6,-49,-51,-48,-52,-52,-63,-38,-53,-58,-63,-58,-65,-59,-73,-56,-61,-48,-54,-60,-76
8,6,-51,-51,-45,-55,-53,-62,-38,-58,-61,-64,-56,-66,-59,-72,-55,-63,-51,-51,-59,-75
8,6,-45,-53,-50,-53,-56,-62,-40,-51,-57,-64,-58,-70,-57,-68,-54,-62,-48,-51,-60,-75
8,6,-47,-51,-46,-56,-54,-62,-41,-54,-57,-64,-55,-69,-57,-72,-56,-63,-50,-50,-60,-78
8,6,-47,-50,-43,-54,-54,-61,-41,-55,-56,-64,-54,-66,-57,-71,-56,-62,-47,-48,-60,-76
8,6,-46,-50,-46,-55,-54,-61,-40,-55,-55,-66,-54,-67,-57,-71,-56,-62,-49,-49,-59,-75
8,7,-45,-59,-47,-54,-48,-58,-44,-51,-54,-64,-54,-59,-65,-68,-55,-58,-47,-52,-66,-74
8,7,-44,-51,-47,-58,-60,-64,-41,-47,-54,-63,-61,-59,-58,-70,-55,-61,-44,-55,-66,-69
8,7,-44,-51,-47,-58,-60,-64,-41,-47,-54,-63,-61,-59,-58,-70,-55,-61,-44,-55,-66,-69
8,7,-47,-59,-42,-58,-60,-61,-42,-50,-50,-61,-61,-64,-54,-73,-56,-59,-39,-52,-66,-72
8,7,-49,-56,-44,-58,-53,-60,-42,-48,-48,-63,-61,-62,-59,-72,-58,-60,-44,-53,-66,-72
8,7,-50,-57,-45,-58,-53,-60,-42,-47,-48,-63,-61,-63,-60,-71,-57,-60,-43,-50,-66,-71
8,7,-50,-57,-41,-56,-54,-60,-42,-48,-47,-62,-60,-64,-60,-71,-58,-60,-42,-52,-66,-71
8,7,-49,-57,-47,-57,-54,-60,-39,-48,-49,-64,-60,-63,-59,-71,-58,-60,-43,-51,-66,-72
8,7,-49,-56,-45,-56,-53,-61,-41,-46,-49,-62,-59,-63,-57,-71,-58,-60,-43,-51,-66,-71
8,7,-47,-56,-46,-57,-58,-60,-42,-48,-49,-63,-60,-63,-58,-71,-57,-60,-41,-52,-66,-71
8,8,-43,-38,-47,-62,-55,-59,-45,-62,-43,-62,-65,-74,-57,-63,-57,-71,-34,-43,-65,-82
8,8,-43,-46,-55,-58,-42,-55,-45,-57,-46,-57,-60,-76,-57,-64,-51,-69,-37,-42,-65,-89
8,8,-43,-46,-55,-58,-42,-55,-45,-57,-46,-57,-60,-76,-57,-64,-51,-69,-37,-42,-65,-89
8,8,-43,-40,-50,-61,-44,-53,-48,-56,-50,-59,-58,-75,-52,-66,-55,-70,-36,-43,-65,-84
8,8,-37,-43,-50,-60,-44,-52,-49,-58,-48,-58,-62,-73,-57,-65,-58,-68,-35,-47,-57,-83
8,8,-38,-40,-51,-60,-45,-52,-51,-57,-50,-57,-62,-72,-57,-64,-58,-70,-35,-46,-57,-83
8,8,-38,-41,-52,-60,-44,-53,-48,-56,-49,-57,-61,-72,-54,-65,-59,-65,-34,-46,-57,-82
8,8,-37,-42,-51,-59,-50,-53,-49,-58,-48,-55,-63,-73,-54,-66,-60,-69,-32,-49,-57,-84
8,8,-38,-42,-49,-59,-50,-53,-49,-57,-46,-56,-62,-73,-57,-66,-60,-70,-32,-49,-71,-83
8,8,-37,-42,-49,-58,-43,-55,-48,-58,-47,-56,-63,-72,-56,-67,-61,-68,-35,-48,-69,-85
8,9,-39,-44,-51,-58,-45,-56,-48,-57,-47,-56,-64,-72,-57,-67,-63,-70,-36,-48,-69,-83
8,9,-34,-39,-51,-62,-40,-51,-47,-57,-46,-53,-63,-74,-53,-67,-55,-70,-44,-42,-69,-83
8,9,-36,-37,-52,-64,-41,-55,-48,-63,-49,-55,-60,-75,-57,-66,-59,-68,-39,-42,-69,-87
8,9,-31,-38,-53,-65,-42,-56,-46,-63,-45,-56,-58,-75,-49,-67,-57,-65,-38,-40,-69,-87
8,9,-31,-35,-52,-64,-42,-52,-44,-61,-44,-53,-57,-76,-52,-65,-57,-65,-40,-39,-69,-86
8,9,-39,-35,-48,-64,-46,-51,-48,-58,-44,-56,-59,-75,-52,-68,-59,-67,-39,-40,-69,-84
8,9,-39,-35,-48,-64,-46,-51,-48,-58,-44,-56,-59,-75,-52,-68,-59,-67,-39,-40,-69,-84
8,9,-34,-36,-48,-63,-36,-52,-48,-58,-44,-56,-61,-75,-55,-69,-60,-68,-41,-41,-69,-85
8,9,-34,-37,-46,-63,-43,-52,-49,-59,-45,-55,-63,-77,-57,-67,-61,-68,-42,-40,-69,-86
8,9,-31,-40,-48,-66,-42,-50,-47,-58,-44,-57,-62,-73,-50,-67,-61,-66,-41,-43,-69,-84
8,10,-43,-43,-53,-58,-41,-51,-48,-56,-48,-55,-65,-70,-48,-64,-63,-70,-40,-42,-69,-85
8,10,-39,-44,-53,-61,-41,-50,-45,-57,-48,-53,-64,-72,-54,-66,-64,-74,-37,-49,-69,-85
8,10,-39,-41,-53,-59,-44,-50,-46,-57,-48,-56,-64,-72,-53,-65,-58,-73,-38,-40,-69,-84
8,10,-41,-41,-54,-60,-42,-51,-51,-57,-47,-57,-64,-69,-46,-64,-58,-71,-37,-40,-71,-84
8,10,-43,-39,-52,-60,-41,-50,-51,-56,-48,-56,-62,-71,-53,-67,-58,-73,-35,-43,-71,-84
8,10,-40,-43,-54,-61,-45,-52,-50,-56,-45,-59,-62,-73,-54,-64,-61,-70,-37,-42,-71,-84
8,10,-40,-43,-56,-62,-45,-52,-50,-55,-47,-58,-62,-73,-54,-64,-59,-71,-39,-43,-71,-85
8,10,-41,-43,-51,-62,-44,-53,-53,-55,-49,-58,-62,-74,-54,-65,-59,-71,-38,-43,-69,-85
8,10,-40,-43,-56,-62,-46,-53,-49,-55,-49,-59,-67,-74,-54,-64,-59,-69,-37,-45,-69,-85
8,10,-41,-47,-54,-63,-45,-53,-49,-55,-47,-61,-67,-75,-54,-64,-58,-70,-37,-44,-69,-85
8,11,-44,-40,-55,-63,-45,-54,-53,-56,-47,-56,-59,-70,-54,-64,-57,-68,-36,-44,-67,-81
8,11,-38,-44,-48,-62,-48,-54,-48,-60,-47,-55,-60,-73,-53,-66,-59,-64,-33,-39,-67,-86
8,11,-40,-46,-51,-61,-48,-53,-46,-60,-47,-54,-60,-73,-54,-66,-56,-64,-33,-39,-67,-87
8,11,-39,-44,-49,-62,-47,-54,-46,-60,-45,-56,-62,-74,-54,-65,-60,-65,-33,-38,-67,-84
8,11,-39,-46,-54,-63,-45,-54,-46,-60,-45,-56,-64,-73,-54,-67,-64,-66,-32,-38,-67,-83
